sku_id,product_id,ingredients,highlighted_ingredients,ingredient_callouts,clinical_results,clean_at_sephora,coverage,finish,formulation,finish_source,needs_review
2896116,P517483,"Octyldodecanol, Synthetic Wax, Hydrogenated Polyisobutene, Cetyl Ethylhexanoate, Polyglyceryl-2 Triisostearate, Hydrogenated Poly(C6-14 Olefin), Bis-Diglyceryl Polyacyladipate-2, Magnesium/Potassium/Silicon/Fluoride/Hydroxide/Oxide, Kaolin, Silica, Tocopherol, Glycerin, Calophyllum Inophyllum Seed Oil, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Caprylyl Glycol, Caprylic/Capric Triglyceride, Glyceryl Caprylate, Pentaerythrityl Tetraisostearate, Aluminum Hydroxide, Triethoxycaprylylsilane, Water/Aqua/Eau, Propylene Carbonate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Stearalkonium Hectorite, Ethylhexylglycerin, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 7 (CI 15850), Blue 1 Lake (CI 42090)",,a greasy feel. Clinical Results: Based on a 32,Based on a 32,Clean at Sephora,,,,,True
2998110,P517483,"Octyldodecanol, Synthetic Wax, Hydrogenated Polyisobutene, Cetyl Ethylhexanoate, Polyglyceryl-2 Triisostearate, Hydrogenated Poly(C6-14 Olefin), Bis-Diglyceryl Polyacyladipate-2, Magnesium/Potassium/Silicon/Fluoride/Hydroxide/Oxide, Kaolin, Silica, Tocopherol, Glycerin, Calophyllum Inophyllum Seed Oil, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Caprylyl Glycol, Caprylic/Capric Triglyceride, Glyceryl Caprylate, Pentaerythrityl Tetraisostearate, Aluminum Hydroxide, Triethoxycaprylylsilane, Water/Aqua/Eau, Propylene Carbonate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Stearalkonium Hectorite, Ethylhexylglycerin, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 7 (CI 15850), Blue 1 Lake (CI 42090)",,a greasy feel. Clinical Results: Based on a 32,Based on a 32,Clean at Sephora,,,,,True
2849768,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2742492,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2742500,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2555894,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2555886,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2363844,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2699379,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
2568665,P458747,"Crème: PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl Malate, Polyethylene, Polybutene, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140). Powder: Synthetic Fluorphlogopite, Mica, Magnesium Myristate, Nylon-12, Silica, Octyldodecyl Stearoyl Stearate , Glyceryl Triacetyl Ricinoleate, Caprylic/Capric Triglyceride, PEG-12 Dimethicone, Polyhydroxystearic Acid, Trimyristin, Potassium Sorbate, Caprylyl Glycol, Benzotriazolyl Dodecyl p-Cresol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Tin Oxide, Triethoxycaprylylsilane, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Ultramarines (CI 77007).","- Patented Biomimetic Pigments: Mirror the skin's ceramide structure, ensuring adhesion, true color, and the most natural finish","sulfates SLS and SLES, parabens, formaldehydes, formaldehyde",,,,,,,True
