product_id,brand,display_name,brand_id,target_url,short_description,long_description,how_to_use,what_it_is,what_else_you_need_to_know,loves_count,hero_image_url,rating,reviews,is_bestseller,is_new,is_sephora_exclusive,is_limited_edition,is_online_only,is_discontinued,sponsored,sku_type,scraped_at
P516566,MAKEUP BY MARIO,Soft Pop Cream Blush Stick,,https://www.sephora.com/product/soft-pop-blush-stick-P516566?skuId=2867638,"A dual-ended blush stick with medium, buildable coverage for a soft pop of color and a dewy finish—new packaging and brush, same iconic formula.","What it is: A dual-ended blush stick with medium, buildable coverage for a soft pop of color and a dewy finish—new packaging and brush, same iconic formula. Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also cruelty-free. What Else You Need to Know: This easy-to-use cream blush is Mario’s favorite way to add a healthy-looking flush of color to the cheeks with natural radiance. The emollient-infused formula is ideal for all skin types, feels comfortable all day, and offers a fresh look with a soft pop. It features a custom brush for effortless blending.","Suggested Usage: -Smile softly to find the apples of your cheeks and apply the blush stick to the higher part of the apples towards the hairline. -Gently blend outward toward the hairline with the built-in brush to lift. -The new brush is angled with soft bristles to effortlessly blend and diffuse product. -Thoughtfully designed, the brush is removable for convenient cleaning.","A dual-ended blush stick with medium, buildable coverage for a soft pop of color and a dewy finish—new packaging and brush, same iconic formula.",,54139.0,https://www.sephora.com/productimages/sku/s2867638-main-zoom.jpg?imwidth=270,4.7846,520,False,False,True,False,False,False,False,,2026-06-25T01:02:03.146717+00:00
P511567,Armani Beauty,Cheek Tint Longwear Lightweight Liquid Blush,,https://www.sephora.com/product/giorgio-armani-beauty-luminous-silk-cheek-tint-P511567?skuId=2947760,A lightweight liquid blush that quickly melts into skin to deliver a luminous flush of color—for a glowing makeup look that lasts up to 12 hours.,What it is: A lightweight liquid blush that instantly melts into skin and delivers a flush of color that lasts up to 12 hours in both natural and radiant shades. Coverage: Light Finish: Natural Formulation: Liquid What Else You Need to Know: This hydrating blush tint is made with Micro–fil™ technology to allow the formula to seamlessly blend into the skin without looking patchy. The blush is buildable to achieve either a healthy flush of color or a sunkissed look. This product is an Allure Best of Beauty award winner.,"Suggested Usage: -Using the precision tip applicator, apply one dot to the apples of the cheeks and blend using fingertips or brush for a natural flush of color. -For a sunkissed look, apply two dots onto high points of cheekbones, blending upwards. Sweep excess across bridge of nose, forehead, and chin. -For maximum payoff and glow, layer any cheek tint with Luminous Silk Glow Blush in shade 50 (sold separately). -Can also be applied to lips for a flush of color.",A lightweight liquid blush that quickly melts into skin to deliver a luminous flush of color—for a glowing makeup look that lasts up to 12 hours.,,269430.0,https://www.sephora.com/productimages/sku/s2947760-main-zoom.jpg?imwidth=270,4.6608,2329,True,False,False,False,False,False,False,,2026-06-25T01:02:06.693262+00:00
P506130,MAKEUP BY MARIO,Soft Pop Plumping Cream Blush Veil,,https://www.sephora.com/product/soft-pop-plumping-blush-veil-P506130?skuId=2783231,A weightless cream blush that is made with hyaluronic acid to hydrate and plump skin with a sheer veil of color.,"What it is: A weightless cream blush that is made with hyaluronic acid to hydrate and plump skin with a sheer veil of color. Coverage: Light Finish: Radiant Formulation: Cream Highlighted Ingredients: - Hyaluronic Acid: Plumps and hydrates skin with a volumizing effect. - Pearlescent Pigments: Create a subtle luminous finish. Ingredient Callouts: Free of parabens, formaldehydes, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and contains less than one percent synthetic fragrance. It is also vegan and cruelty-free. What Else You Need to Know: This sheer formula is made with hyaluronic acid to plump and hydrate while enhancing cheeks with a dewy finish. The noncomedogenic blush grips the skin while pearlescent pigments create a luminous finish for the perfect ‘no-makeup makeup’ effect.","Suggested Usage: -Apply the Soft Pop Plumping Blush Veil over the SoftSculpt™ Transforming Skin Enhancer (sold separately) or your favorite base for a warm, dewy look. -Work the F1 Brush until hairs are evenly coated, then apply onto the apples of the cheeks, blending up towards the temple. Apply with fingertips for an even more natural effect. Pro Tip: -Apply the Soft Pop Plumping Blush Veil over your favorite setting powder for a luminous last step or set it with Soft Pop Powder Blush for a full-coverage finish. -Dab onto lips for a monochromatic pop of color.",A weightless cream blush that is made with hyaluronic acid to hydrate and plump skin with a sheer veil of color.,,426069.0,https://www.sephora.com/productimages/sku/s2783231-main-zoom.jpg?imwidth=270,4.619,1378,True,False,False,False,False,False,False,,2026-06-25T01:02:12.871638+00:00
P516850,Charlotte Tilbury,Unreal Lip + Cheek Glow Blush Stick with Hyaluronic Acid,,https://www.sephora.com/product/unreal-blush-P516850?skuId=2868123,"An ultra-hydrating, luminous blush with buildable and blendable color that lasts up to eight hours on cheeks and lips.","What it is: An ultra-hydrating, luminous blush with buildable and blendable color that lasts up to eight hours on cheeks and lips. Highlighted Ingredients: - Collageneer: Visibly firms and smooths. - Multi-Molecular Weight Hyaluronic Acid: Intensely moisturizes and hydrates for up to 24 hours. - Color Light-Mapping Mesh Technology: Pearlescent pigments diffuse light for a dream-sheen luminous finish. Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan and cruelty-free. What Else You Need to Know: Charlotte Tilbury's Unreal Blush is supercharged with skin-loving ingredients that hydrate and visibly plump while delivering long-lasting color for a buttery-smooth application. This easy-to-use formula features microfine pearlescent pigments for a glazed sheen and luminous pop of color on cheeks and lips. Clinical Results: In a test with 33 people, results show the blush: - Instantly moisturizes - Locks in hydration for up to 24 hours - Helps strengthen the skin barrier In a test with 33 people, after 1 application: - Skin looks 89% smoother In a user trial with 210 people, over 1 week: - 93% agree it is mistake-proof - 94% agree it provides a natural-looking pop of color and a second-skin finish - 97% agree it feels weightless",Suggested Usage: -Build and blend across cheeks and/or lips with your finger or a brush for an unreal pop of color. -Tilbury tip: Apply across the bridge of your nose to mimic a natural sunkissed glow.,"An ultra-hydrating, luminous blush with buildable and blendable color that lasts up to eight hours on cheeks and lips.",,116545.0,https://www.sephora.com/productimages/sku/s2868123-main-zoom.jpg?imwidth=270,4.671,614,False,False,True,False,False,False,False,,2026-06-25T01:02:17.818965+00:00
P515371,Glow Recipe,Watermelon Glow Niacinamide Dewy Flush - Brightening Serum Blush,,https://www.sephora.com/product/watermelon-glow-niacinamide-dewy-flush-brightening-serum-blush-P515371?skuId=2914901,"A tinted cheek serum that visibly plumps cheeks, brightens dark spots, and hydrates while providing a buildable, natural flush of color.","What it is: A tinted cheek serum that visibly plumps cheeks, brightens dark spots, and hydrates while providing a buildable, natural flush of color. Skin Type: Normal, Dry, Combination Skincare Concerns: Pores, Dark Spots, Dryness Benefits: Brightening, Hydrating Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. What Else You Need to Know: This Korean skincare innovation delivers a soft flush of color to cheeks while being powered by 100% skincare. It's unique sheer, dewy, yet buildable formula clinically brightens dark spots, improves texture, minimizes pores, and hydrates. Clinical Results: In a consumer-use study with 32 participants during a four-week period showed immediately: - 100% improved skin moisture - 100% agree Dewy Flush applies seamlessly to skin and feels weightless on skin - 90% said skin looked smoother and it did not emphasize pores Based on a consumer use study of 32 participants after four weeks: - 97% agree skin looks and feels hydrated - 90% agree Dewy Flush leaves skin looking glowing and dewy - 94% of panelists showed improvement in hyperpigmentation",Suggested Usage: -Use the doe-foot to dab Dewy Flush onto each cheek. -Build and layer to desired flush. -Gently pat into skin with your fingertips for a naturally dewy flush—no brush or expertise needed! -Glow tip: Apply Dewy Flush on the lips for a matching flush of color.,"A tinted cheek serum that visibly plumps cheeks, brightens dark spots, and hydrates while providing a buildable, natural flush of color.",,201133.0,https://www.sephora.com/productimages/sku/s2914901-main-zoom.jpg?imwidth=270&pb=clean-planet-aware,4.6123,1153,False,False,True,False,False,False,False,,2026-06-25T01:02:22.364025+00:00
P518601,HUDA BEAUTY,Blush Filter Blurring Blushlighters Palette,,https://www.sephora.com/product/huda-beauty-blush-filter-blurring-blushlighter-palette-P518601?skuId=2954642,A limited-edition blush palette with three ultra-pigmented matte powder blushes and a highlighter—wear alone or swirl shades for an ethereal look.,"What it is: A limited-edition ethereal blush palette with three ultra-pigmented matte powder blushes and one highlighter—wear alone or swirl shades for an ethereal look. Coverage: Light Ingredient Callouts: This product is cruelty-free. What Else You Need to Know: HUDA BEAUTY’S first ever powder blush! These buildable blushes are so easy to use with ultra-pigmented powder matte and pearl ‘blushlighter’ formulas. Designed for multi-use, these matte blushes deliver buildable pigments for effortless color payoff, topped off with a highlighting shade for a soft-focus, blurred, and filtered finish. Available in four palettes, each has one shade that matches a shade from HUDA BEAUTY’S Liquid Blush Filter for easy layering and intensity. These include: Cotton Candy in Baby Pink, Sunset Lychee in Toasty Peach, Strawberry Cream in Rose Berry, and Latte in Strawberry Latte. This Palette Contains: - 4 x Blushlighters","Suggested Usage: -Use an angled brush to apply each shade individually or swirl all shades in Blush Filter Palette for an Ethereal blush look. -On the high points of your face, like the cheekbones, bridge of the nose, and cupid’s bow, top off with blushlighter for a multidimensional glow. -For more intensity, layer on top of your fave Blush Filter Liquid Blush shade HUDA’S FAVE PALETTE Rose Berry.",A limited-edition blush palette with three ultra-pigmented matte powder blushes and a highlighter—wear alone or swirl shades for an ethereal look.,,115654.0,https://www.sephora.com/productimages/sku/s2954642-main-zoom.jpg?imwidth=270,4.6402,984,True,True,True,False,False,False,False,,2026-06-25T01:02:26.104185+00:00
P504072,Too Faced,Cloud Crush Blurring Powder Blush,,https://www.sephora.com/product/too-faced-cloud-crush-blurring-powder-blush-P504072?skuId=2642502,"An ultrasmooth, airy, and blurring blush infused with a flower extract blend, available in diffused satin and matte finishes.","What it is: An ultrasmooth, airy, and blurring blush infused with a flower extract blend, available in diffused satin and matte finishes. Coverage: Light Finish: Natural Formulation: Pressed Powder Ingredient Callouts: Free of parabens. It is also cruelty-free. What Else You Need to Know: This cushiony velvet powder smells like a tropical beach and offers a seamless wash of buildable, rejuvenating color for a natural blurring effect with a soft, second-skin feel that wears like a dream. The buildable, blendable formula is made with 93 percent naturally derived ingredients.","Suggested Usage: -Using a blush brush, mark an ""X"" shape on the apple of the cheek. Then, blend out in an ""O"" motion. Repeat until the color payoff is achieved. -Less is more. Apply in light layers and build until desired look is achieved. Pro Tip: Apply blush for your signature face shape. -Place and blend blush in the Signature Move Technique of ""X"" and ""O."" -For a round face shape, place blush in an angle along the highlight points of the cheeks, blending into the cheek. -For an oval face shape, place blush in a vertical angle from the top of the cheek down to the apple of the cheeks. -For a square face shape, place blush starting at the apple of the cheek and blend across to the ear. The angle should be in a straight horizontal line. -For a heart face shape, place blush at the apple of the cheeks and sweep upward to the top of the ear in a vertical line.","An ultrasmooth, airy, and blurring blush infused with a flower extract blend, available in diffused satin and matte finishes.",,260689.0,https://www.sephora.com/productimages/sku/s2642502-main-zoom.jpg?imwidth=270,4.4671,987,False,False,False,False,False,False,False,,2026-06-25T01:02:31.020521+00:00
P512289,MAC Cosmetics,Glow Play Cushiony Lightweight Buildable Blurring Blush,,https://www.sephora.com/product/mac-cosmetics-glow-play-cushiony-blush-P512289?skuId=2807055,"A velvety, buildable blush that provides glowy color in a lightweight formula with skin-conditioning ingredients.","What it is: A velvety, buildable blush that provides glowy color in a lightweight formula with skin-conditioning ingredients. Formulation: Cream Highlighted Ingredients: - Jojoba and Grape Seed Oils: Condition skin. - Vitamin E: Provides a smooth, comfortable feel. Ingredient Callouts: Free of parabens and phthalates. It is also vegan. What Else You Need to Know: This buildable, glowy blush blurs the look of pores and adds a natural-looking flush of color to cheeks or lips—no mirror needed. The fingertip-friendly, velvety formula features skin-conditioning jojoba and grape seed oils, plus vitamin E for a smooth, comfortable feel.","Suggested Usage: -Smooth blush over cheeks or lips with your fingertips, or use a cheek brush if desired.","A velvety, buildable blush that provides glowy color in a lightweight formula with skin-conditioning ingredients.",,58184.0,https://www.sephora.com/productimages/sku/s2807055-main-zoom.jpg?imwidth=270,4.6263,463,False,False,False,False,False,False,False,,2026-06-25T01:02:34.814928+00:00
P518147,Summer Fridays,Blush Butter Balm Hydrating Cream Blush with Peptides,,https://www.sephora.com/product/blush-butter-balm-P518147?skuId=2879328,A buttery blush infused with skincare ingredients that blends effortlessly into the skin for a sheer flush of dewy color.,"What it is: A buttery blush infused with skincare ingredients that blends effortlessly into the skin for a sheer flush of dewy color. Highlighted Ingredients: - Ceramides + Peptides: Support a healthy moisture barrier, helping to smooth and plump the skin. - Trio of Butters (Shea Butter, Mango Seed, and Illipe): Enriched with essential fatty acids to create a creamy, hydrating texture. - Hyaluronic Acid: Acts as a moisture magnet to plump out fine lines. Ingredient Callouts: Free of parabens, phthalates, and sulfates SLS & SLES. It is also vegan and cruelty-free. What Else You Need to Know: Available in six dewy shades, this cream blush delivers long-lasting, buildable color and is formulated with a trio of butters and hyaluronic acid for moisture-locking hydration. Research Results: - 100% agreed it was blendable + buildable on their skin* - 100% agreed it gave them a healthy + radiant appearance* - 93% agreed it lasted on their skin* *In a consumer perception study of 32 participants aged 18-50.","Suggested Usage: -Using a brush, sponge, or your fingertips, blend into cheeks or lips for a flush of color.",A buttery blush infused with skincare ingredients that blends effortlessly into the skin for a sheer flush of dewy color.,,115843.0,https://www.sephora.com/productimages/sku/s2879328-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,4.7799,768,False,False,False,False,False,False,False,,2026-06-25T01:02:39.002119+00:00
P506281,Westman Atelier,Mini Petite Baby Cheeks Lip + Cheek Cream Blush Stick,,https://www.sephora.com/product/westman-atelier-mini-petite-baby-cheeks-lip-cheek-cream-blush-stick-P506281?skuId=2670990,"A clean, natural flush for cheeks with a buildable, hydrating finish that complements all skin tones—in a petite, portable, travel-ready size.","What it is: A healthy flush of clean color in just one swipe. The creamy, blendable formula melds with skin for a hydrating, natural finish. Coverage: Medium Finish: Natural Formulation: Stick Highlighted Ingredients: - Jojoba Seed Oil: Improves hydration and allows for seamless blendability. - Raspberry Leaf Stem Cell Extract: Boosts hydration, moisturizes deeply. - Biomimicry Pigment Technology: Mimics the structure of skin’s ceramides for nourishing payoff that lasts. Ingredient Callouts: This product is vegan and cruelty-free. What Else You Need to Know: The multi-use formula for cheeks and lips is infused with hydrating ingredients for a flushed-from-within pop of color. Biomimicry pigment technology boosts pigment payoff and makes layering over liquid or powder formulas effortless. Mix and match these ultra flattering shades to your mood. Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here .",Suggested Usage: Gucci Westman's Tip: Work in a small oval motion blending up and outward as you go. For Cheeks: Apply the stick directly to skin or dab onto Westman Atelier Baby Blender Brush or fingers. Gently blend onto the middle of your cheekbone. For Lips: Pop onto lips for a monochromatic look and juicy pop of color,"A clean, natural flush for cheeks with a buildable, hydrating finish that complements all skin tones—in a petite, portable, travel-ready size.",,149334.0,https://www.sephora.com/productimages/sku/s2670990-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,4.2957,301,True,False,False,False,False,False,False,,2026-06-25T01:02:42.931507+00:00
P504051,Danessa Myricks Beauty,Yummy Skin Blurring Balm Powder Flushed - Matte Color for Cheek & Lip,,https://www.sephora.com/product/danessa-myricks-beauty-yummy-skin-blurring-balm-powder-flushed-P504051?skuId=2836625,"A buildable, soft matte formula that blurs and smooths cheek and lip with all day wear.","What it is: Inspired by our award-winning Blurring Balm Powder, this buildable, soft matte formula blurs and smooths cheek and lip with all day wear. Highlighted Ingredients: - Upsalite: Supports and absorbs excess sebum and sweat while maintaining skin hydration. - Olive-Derived Squalane: Known to support oil production and diminish visible signs of aging. - Hyaluronic Acid: Promotes skin hydration. Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging. What Else You Need to Know: This powder is formulated with upsalite technology for unrivaled blurring and oil control. This Swedish technology creates a soft focus, smoothing effect on pores and fine lines. Create the perfect flush of color on cheeks and lips with ease. This product is an Allure Best of Beauty award winner.","Suggested Usage: It's as simple as SWIRL, PRESS, TAP to BLEND & BLUR. -Swirl your fingers or a brush into the color. - Then, press onto your cheeks & lips. - Next, tap and blend for a fearless flush. -Repeat this step as many times as you’d like to build color.","A buildable, soft matte formula that blurs and smooths cheek and lip with all day wear.",,249825.0,https://www.sephora.com/productimages/sku/s2836625-main-zoom.jpg?imwidth=270,4.7984,1369,False,False,False,False,False,False,False,,2026-06-25T01:02:45.840646+00:00
P384963,Hourglass,Ambient Lighting Blush Collection,,https://www.sephora.com/product/ambient-lighting-blush-collection-P384963?skuId=2378586,A groundbreaking hybrid that combines the customized lighting effects of Ambient Lighting Powder or Strobe Powder with a spectrum of breathtakingly modern hues.,"What it is: A groundbreaking hybrid that combines the customized lighting effects of Ambient Lighting Powder or Strobe Powder with a spectrum of breathtakingly modern hues. What it does: While traditional blush tends to be flat, the Ambient® Lighting Blush Collection uses Photoluminescent Technology to exhibit depth and dimension with seamless blending. The handmade powders are formulated using an advanced miscelare techniquewhich means ""to mix"" in Italiancreating the perfect balance of pigment and powder. No two look alike. The Ambient® Lighting Blush Collection features airy, lightweight blushes to flatter a range of skin tones. Hourglass’s original collection of Ambient® Lighting Blush fuses universally flattering Ambient Lighting Powders with vivid cheek colors for soft-focus, multidimensional color with a naturally radiant finish. The new collection of Ambient Strobe Lighting Blush fuses the illuminating effects of Ambient Strobe Lighting Powder with modern color to brighten cheeks for glowing, lit-from-within color with a shimmer finish. What it is formulated WITHOUT: - Parabens - Sulfates - Phthalates What else you need to know: The optically transparent particles alter the appearance of the skin by manipulating and refracting favorable light. The result is skin that looks smooth, even, and enhancednot masked. The soft-focus technology helps to minimize the look of wrinkles and imperfections, neutralize discoloration, and emulate the appearance of young, healthy skin. ""Traditional blush can read as flat, and so I was inspired to create something that was far more seamless. The Ambient Lighting Blush Collection fuses two advanced formulas to create something entirely new. It’s unlike any other product on the market.""Carisa Janes, Hourglass Brand Founder Hourglass products are 100 percent cruelty-free.",Suggested Usage: -Use the Hourglass No.2 Foundation/Blush Brush and swirl the entire blush tile with your brush to pick up the perfect balance of pigment and powder. -Apply to cheeks and blend upward.,A groundbreaking hybrid that combines the customized lighting effects of Ambient Lighting Powder or Strobe Powder with a spectrum of breathtakingly modern hues.,,440722.0,https://www.sephora.com/productimages/sku/s2378586-main-zoom.jpg?imwidth=270,4.5094,2299,False,False,False,False,False,False,False,,2026-06-25T01:02:50.291492+00:00
P511166,NARS,Mini Talc-Free Powder Blush,,https://www.sephora.com/product/nars-mini-talc-free-powder-blush-P511166?skuId=2756062,"A pressed powder blush that is now in an upgraded formula that lasts for up to 16 hours and features a true-color payoff with a comfortable, weightless feel.","What it is: A fan fave mini pressed powder blush, now in an upgraded talc-free formula that lasts for up to 16 hours, featuring true-color payoff with a comfortable, weightless feel. Highlighted Ingredients: - Naturally-Derived and Mineral-Based Pigments: Deliver true-color payoff and ensure a high-impact effect. - Pearlescent Pigments: Blurs the look of imperfections. - Superfine, Micronized Pigments: Provide an irresistibly silky, blendable application. Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan. What Else You Need to Know: Blush lasts for up to 16 hours with a comfortable, weightless feel. Pure Pigment Blend, an innovative combination of four types of pigment, achieves high-impact, true-color payoff. Irresistibly silky, blendable formula glides on smoothly and evenly while helping to blur the look of imperfections.","Suggested Usage: - Start application where the strongest color impact is desired; the strongest color payoff will be at the first point of brush contact to skin. - For a natural rush of color, gently buff color onto skin using sweeping circular motions with NARS #16 Blush Brush for more color payoff, or NARS Yachiyo Brush for softer color payoff (brushes sold separately). - For a seamless pop of color, layer two shades of Blush. Start with a base color in a shade that gives a subtle color to the cheeks. Layer a brighter shade in a similar tone on the apples of the cheek, then blend edges to diffuse into base color. - For a touch-up or additional coverage, use a stippling motion when applying Blush to press color onto skin without disrupting coverage already created.","A pressed powder blush that is now in an upgraded formula that lasts for up to 16 hours and features a true-color payoff with a comfortable, weightless feel.",,82050.0,https://www.sephora.com/productimages/sku/s2756062-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty,3.3882,152,False,False,False,False,False,False,False,,2026-06-25T01:02:54.777392+00:00
P516161,MAKEUP BY MARIO,Mini Soft Pop Blush Stick,,https://www.sephora.com/product/mini-soft-pop-blush-stick-P516161?skuId=2867588,This mini cream blush stick offers medium buildable coverage for a soft pop of color with a dewy finish ideal for all skin types.,"What it is: This mini cream blush stick offers medium buildable coverage for a soft pop of color with a dewy finish ideal for all skin types. Coverage: Medium Formulation: Cream Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free. What Else You Need to Know: This easy-to-use mini cream blush stick is Mario’s favorite way to add a healthy-looking flush of color to the cheeks and leave skin looking naturally radiant. The noncomedogenic, emollient-infused formula feels comfortable all day and offers a fresh finish with no oily sensation.",Suggested Usage: -Smile softly to find the apples of your cheeks and apply the blush stick to the higher part of the apples towards the hairline. -Gently blend outward toward the hairline with your fingers or blend with the F1 Brush (sold separately).,This mini cream blush stick offers medium buildable coverage for a soft pop of color with a dewy finish ideal for all skin types.,,58915.0,https://www.sephora.com/productimages/sku/s2867588-main-zoom.jpg?imwidth=270,4.7846,520,False,False,True,False,False,False,False,,2026-06-25T01:03:00.057258+00:00
P468431,Westman Atelier,Baby Cheeks Lip + Cheek Cream Blush Stick,,https://www.sephora.com/product/westman-atelier-baby-cheeks-blush-stick-P468431?skuId=2434165,"A clean, baby-fresh color for cheeks, lips, and lids with a hydrating finish that complements all skin tones.","What it is: A healthy flush of clean color in just one swipe. The creamy, blendable formula melds with skin for a hydrating, natural finish. Coverage: Medium Finish: Natural Formulation: Stick Highlighted Ingredients: - Jojoba Seed Oil: Improves hydration and allows for seamless blendability. - Raspberry Leaf Stem Cell Extract: Boosts hydration, moisturizes deeply. - Biomimicry Pigment Technology: Mimics the structure of skin’s ceramides for nourishing payoff that lasts. Ingredient Callouts: This product is cruelty-free. What Else You Need to Know: The multi-use formula for cheeks and lips is infused with hydrating ingredients for a flushed-from-within pop of color. Biomimicry pigment technology boosts pigment payoff and makes layering over liquid or powder formulas effortless. Mix and match these ultra flattering shades to your mood. Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here .",Suggested Usage: -Gucci Westman's Tip: Work in a small oval motion blending up and outward as you go. -For cheeks: Apply the stick directly to skin or dab onto Westman Atelier Baby Blender Brush or fingers. Gently blend onto the middle of your cheekbone. -For Lips: Pop onto lips for a monochromatic look and juicy pop of color.,"A clean, baby-fresh color for cheeks, lips, and lids with a hydrating finish that complements all skin tones.",,261987.0,https://www.sephora.com/productimages/sku/s2434165-main-zoom.jpg?imwidth=270&pb=clean-at-sephora,4.5482,726,False,False,False,False,False,False,False,,2026-06-25T01:03:04.996309+00:00
P504521,Glossier,Cloud Paint Gel Cream Blush,,https://www.sephora.com/product/glossier-cloud-paint-gel-cream-blush-P504521?skuId=2649390,"An easy-to-use, buildable gel-cream blush for a sunset-inspired flush so natural, it’s like your skin made it.","What it is: An easy-to-use, buildable gel-cream blush for a sunset-inspired flush so natural, it’s like your skin made it. Coverage: Light Formulation: Cream Highlighted Ingredients: - Soluble Collagen: Retains water and leaves cheeks looking fresh and dewy. - Smooth Gel System: Has a lightweight gel-cream texture for silky, even application. - Blurring Powder Pigments: Give a soft, diffused, seamless finish with no streakiness. Ingredient Callouts: It is cruelty-free. What Else You Need to Know: This lightweight gel-cream blush uses sheer, buildable pigments for finger-first, easy application. Its special blurring formula creates a soft, smooth, dewy glow without emphasizing pores or texture. If you can finger paint, you can Cloud Paint—for a sunset-inspired flush.",Suggested Usage: -Gently squeeze a tiny dot of blush onto fingers. -Dab your fingertips directly onto skin to blend. -Apply blush directly to the apples of your cheeks and then blend up and out. -Team tip: mix multiple shades of blush together to create a custom cheek shade. Combine shades on the back of your hand before applying to cheeks.,"An easy-to-use, buildable gel-cream blush for a sunset-inspired flush so natural, it’s like your skin made it.",,310924.0,https://www.sephora.com/productimages/sku/s2649390-main-zoom.jpg?imwidth=270,4.2482,1257,True,False,True,False,False,False,False,,2026-06-25T01:03:09.888488+00:00
P505541,Saie,Glow Sculpt Multi-Use Cream Highlighting Blush,,https://www.sephora.com/product/saie-the-glow-sculpt-P505541?skuId=2679462,"A silky cream formula that achieves a radiant, lifted effect while moisturizing and nurturing skin.","What it is: This silky cream blush-highlighter hybrid is talc free and melts in for a radiant, lifted effect while moisturizing and nourishing skin. Highlighted Ingredients: - Kukui Oil: Moisturizes, soothes, and nurtures skin. - Hyaluronic Acid: Locks in moisture for hydrated skin. - Micropearl: Finely milled particles of mica create a radiant, lifted effect without glitter. Ingredient Callouts: This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging. What Else You Need to Know: These clean pigments blend with fine micropearls to create the ultimate buildable shimmery blush or sculpting glowy highlighter. Formulated with hydrating Hyaluronic Acid and moisturizing Kukui Oil, Glow Sculpt’s formula leaves a weightless, diffused glow that’s never chalky or glittery. This product is an Allure Best of Beauty award winner. Products formulated without certain ingredients, including parabens, sulfates, phthalates, and mineral oils, from brands that have met our specific criteria for ingredient sourcing and formulation, packaging, environmental commitments, and consumer transparency. Learn more here . This product is an Allure Best of Beauty award winner.","Suggested Usage: -After applying your typical complexion routine, layer Glow Sculpt on top. Glow Sculpt stacks nicely on top of or below your blush or bronzer. -Use your fingertips or The Double Brush, specifically designed for Glow Sculpt, for seamless application anywhere you want to add a touch of blushy glow like the high points of cheekbones, cupid's bow, or bridge of nose. The large end of the brush works to sculpt the cheeks while the smaller end works for precise application like highlighting. Saie's Makeup Artist Tips: -Layer on Glow Sculpt to achieve higher impact blushy glow -Stack multiple Glow Sculpt shades together for mult-dimensional look -If you notice creasing, tap with finger or small end of The Double Brush (sold separately) to blend back into skin. Recycling Instructions: -Glow Sculpt is made from 50 percent PCR. -Once your Glow Sculpt is empty, remove the empty pan out of your compact and recycle with aluminum recycling. Refill Product Instructions: -Pop the empty pan out of your Glow Sculpt compact. -Refill with your favorite shade or try a new one. -Insert your refill into the magnetic well and you're ready to glow.","A silky cream formula that achieves a radiant, lifted effect while moisturizing and nurturing skin.",,147246.0,https://www.sephora.com/productimages/sku/s2679462-main-zoom.jpg?imwidth=270&pb=allure-2024-bestofbeauty,4.4329,462,True,False,True,False,False,False,False,,2026-06-25T01:03:14.657698+00:00
